Category,Description,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Carbohydrate,Data.Cholesterol,Data.Fiber,Data.Protein,Data.Water,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Vitamins.Vitamin B12,Result
Black bean sauce,Black bean sauce,41205100,0,17.36,0,2.6,6.28,52.04,55,118,307,0,No
Beans and franks,Beans and franks,41206030,0,17.29,19,3.3,6.74,69.1,25,95,224,0.28,Yes
Pork and beans,Pork and beans,41208030,0,21.57,7,4.4,4.52,71.48,30,88,231,0,Yes
Beans with meat,"Beans with meat, NS as to type",41208100,0,20.56,11,7.1,10.7,60.16,47,151,377,0.22,No
Falafel,Falafel,41209000,0,29.01,0,4.8,8.24,18.74,31,112,257,0,No
Bean cake,Bean cake,41210000,0,49.58,0,3,5.63,22.58,20,74,151,0,Yes
Baked beans,"Baked beans, reduced sodium",41221000,0,20.35,0,5.5,4.77,72.1,32,103,294,0,No
Chili with beans,"Chili with beans, without meat",41221020,8,8.19,0,2.7,2.39,87.37,17,49,221,0,Yes
Blackeyed peas,"Blackeyed peas, NFS",41300990,0,19.29,0,6,7.18,65.1,49,145,258,0,Yes
Blackeyed peas,"Blackeyed peas, from dried",41301010,0,19.29,0,6,7.18,65.1,49,145,258,0,Yes
Chickpeas,"Chickpeas, NFS",41301990,0,25.48,0,7.1,8.23,55.96,45,156,270,0,Yes
Chickpeas,"Chickpeas, from dried, fat added",41302010,0,25.48,0,7.1,8.23,55.96,45,156,270,0,No
Chickpeas,"Chickpeas, from dried, no added fat",41302020,0,27.26,0,7.6,8.81,59.85,48,167,289,0,No
Chickpeas,"Chickpeas, from canned, fat added",41302040,0,21.61,0,7,7.88,59.15,43,128,231,0,No
Chickpeas,"Chickpeas, from canned, no added fat",41302080,0,22.45,0,7.3,8.19,64.03,45,133,240,0,Yes
Chickpeas,"Chickpeas, from canned, reduced sodium",41302110,0,21.64,0,7.1,7.89,59.35,43,128,231,0,No
Split peas,"Split peas, from dried, no added fat",41303000,0,20.97,0,8.2,8.29,69.08,36,98,360,0,No
Split peas,"Split peas, from dried, fat added",41303010,0,19.61,0,7.7,7.75,64.58,33,92,336,0,Yes
Wasabi peas,Wasabi peas,41304000,42,62.2,0,3.8,14.11,6.93,102,270,732,0,Yes
Lentils,"Lentils, NFS",41304970,0,18.71,0,7.3,8.38,64.72,33,167,343,0,No
Lentils,"Lentils, from dried, fat added",41304990,0,18.71,0,7.3,8.38,64.72,33,167,343,0,No
Lentils,"Lentils, from dried, no added fat",41305000,0,20.01,0,7.9,8.97,69.23,36,179,367,0,Yes
Lentils,"Lentils, from canned",41305020,0,18.66,0,7.3,8.36,64.54,33,167,342,0,Yes
Bean chips,Bean chips,41310900,0,53.18,0,10.1,14.4,7.7,98,256,547,0,No
Papad,"Papad, grilled or broiled",41311000,0,59.87,4,18.6,25.56,3.49,271,385,1000,0,Yes
Sambar,"Sambar, vegetable stew",41311020,12,11.8,0,4,4.32,80.04,23,89,234,0,Yes
Lentil curry,Lentil curry,41311030,107,12.28,0,3.4,3.67,76.73,23,78,292,0.01,Yes
Lentil curry with rice,Lentil curry with rice,41311040,64,18.57,0,2.2,3.27,73.24,19,64,189,0.01,Yes
Soy nuts,Soy nuts,41410010,0,30.22,0,17.7,38.55,1.95,145,363,1470,0,No
Soy chips,Soy chips,41410015,0,53.15,0,3.5,26.5,8.5,170,7,7,0,No
Soybean curd,Soybean curd,41420010,0,1.18,0,0.2,7.17,87.26,27,92,120,0,No
Edamame,"Edamame, cooked",41420020,0,8.63,2,5,11.54,70.78,62,164,422,0,Yes
Soybean curd cheese,Soybean curd cheese,41420050,0,6.9,0,0,12.5,70.9,228,222,199,0,No
Miso sauce,Miso sauce,41420100,0,13.99,0,1.2,3.43,37.43,2,41,152,0,No
Miso,Miso,41420110,0,25.37,0,5.4,12.79,43.02,48,159,210,0.08,Yes
Natto,Natto,41420200,0,12.68,0,5.4,19.4,55.02,115,174,729,0,Yes
Hoisin sauce,Hoisin sauce,41420250,0,44.08,3,2.8,3.31,44.23,24,38,119,0,No
Soy sauce,Soy sauce,41420300,0,4.93,0,0.8,8.14,71.15,74,166,435,0,No
Soy sauce,"Soy sauce, reduced sodium",41420350,0,5.59,0,0.7,9.05,75.14,69,166,352,0,Yes
Yogurt,"Yogurt, soy",41420380,0,15.96,0,0.2,3.5,77.5,40,38,47,0,Yes
Teriyaki sauce,Teriyaki sauce,41420400,0,15.56,0,0.1,5.93,67.69,61,154,225,0,No
Teriyaki sauce,"Teriyaki sauce, reduced sodium",41420410,0,15.58,0,0.1,5.93,69.7,61,154,225,0,Yes
Worcestershire sauce,Worcestershire sauce,41420450,1,19.17,0,0,0,78.54,13,60,800,0,Yes
Soybean curd,"Soybean curd, deep fried",41421010,0,8.86,0,3.9,18.82,50.52,60,287,146,0,Yes
Soybean curd,"Soybean curd, breaded, fried",41421020,0,8.7,18,0.7,8.4,72.32,29,109,134,0.07,Yes
Vermicelli,"Vermicelli, made from soybeans",41425010,0,31.42,0,1.5,0.04,66.31,1,6,0,0,No
Textured vegetable protein,"Textured vegetable protein, dry",41440000,0,33.92,0,17.5,51.46,7.25,290,674,2384,0,No
Frozen dessert,"Frozen dessert, non-dairy",41480020,0,18.78,0,0.1,0.79,70.94,6,14,61,0.22,No
Bean soup,"Bean soup, NFS",41601010,62,8.89,1,3.1,3.08,84.32,18,51,197,0.02,Yes
Bean with bacon or ham soup,"Bean with bacon or ham soup, canned or ready-to-serve",41601020,62,8.89,1,3.1,3.08,84.32,18,51,196,0.02,No
Black bean soup,"Black bean soup, home recipe, canned or ready-to-serve",41601030,40,7.71,0,3.4,2.42,87.62,17,38,125,0,No
Lima bean soup,"Lima bean soup, home recipe, canned or ready-to-serve",41601040,78,8.5,4,2.7,4.48,85.13,15,51,184,0.03,Yes
Soybean soup,"Soybean soup, miso broth",41601070,0,2.47,4,0.4,2.47,91.66,8,29,53,0.12,Yes
Pinto bean soup,"Pinto bean soup, home recipe, canned or ready-to-serve",41601080,78,23.59,4,5.8,9.4,63.98,53,149,424,0.03,No
Bean soup,"Bean soup, with macaroni, home recipe, canned, or ready-to-serve",41601090,70,12.9,3,2.3,4.84,78.75,20,60,167,0.04,No
Bean and ham soup,"Bean and ham soup, chunky style, canned or ready-to-serve",41601110,445,11.17,3,1.7,4.62,80.95,16,74,127,0.1,Yes
Bean soup,"Bean soup, mixed beans, home recipe, canned or ready-to-serve",41601130,80,9.49,4,2.8,4.74,83.77,17,57,174,0.03,Yes
Bean soup,"Bean soup, home recipe",41601140,80,9.72,4,2.4,5.08,83.1,20,51,194,0.03,No
Bean and ham soup,"Bean and ham soup, canned, reduced sodium, prepared with water or ready-to-serve",41601160,145,13.66,2,4,4.19,79.91,19,13,158,0.03,Yes
Bean and ham soup,"Bean and ham soup, home recipe",41601180,68,8.29,12,2,7.67,80.36,19,70,211,0.09,Yes
Liquid from stewed kidney beans,"Liquid from stewed kidney beans, Puerto Rican style",41601200,0,2.8,4,0.1,1.8,91.5,37,88,408,0.02,Yes
Pea and ham soup,"Pea and ham soup, chunky style, canned or ready-to-serve",41602010,445,11.17,3,1.7,4.62,80.95,16,74,127,0.1,Yes
Garbanzo bean or chickpea soup,"Garbanzo bean or chickpea soup, home recipe, canned or ready-to-serve",41602020,82,10.02,5,2.7,4.66,82.77,15,65,122,0.04,No
Split pea and ham soup,Split pea and ham soup,41602030,445,11.17,3,1.7,4.62,80.95,16,74,127,0.1,No
Split pea soup,Split pea soup,41602050,0,9.88,0,1.9,3.2,84.55,15,47,71,0,No
Split pea soup,"Split pea soup, canned, reduced sodium, prepared with water or ready-to-serve",41602070,35,11.83,2,1.9,3.85,82.4,14,54,183,0.01,Yes
Split pea and ham soup,"Split pea and ham soup, canned, reduced sodium, prepared with water or ready-to-serve",41602090,90,11.4,3,1.9,4,82.8,14,54,204,0.03,No
Lentil soup,"Lentil soup, home recipe, canned, or ready-to-serve",41603010,80,8.82,1,3.2,3.89,84.76,13,67,138,0.01,No
Bacon strip,"Bacon strip, meatless",41810200,0,5.31,0,2.6,11.69,48.98,19,70,170,0,Yes
Bacon bits,Bacon bits,41810250,0,28.6,0,10.2,32,8,95,217,145,1.2,Yes
Breakfast link,"Breakfast link, pattie, or slice, meatless",41810400,0,8.09,0,2.8,20.28,50.4,36,225,231,0,No
Chicken,"Chicken, meatless, NFS",41810600,0,3.64,0,3.6,23.64,58.84,17,335,54,2.18,No
Chicken,"Chicken, meatless, breaded, fried",41810610,0,8.51,0,4.3,21.28,56.44,12,245,300,5.11,Yes
Frankfurter or hot dog,"Frankfurter or hot dog, meatless",41811400,0,7.7,0,3.9,19.61,58,18,344,98,2.35,No
Luncheon slice,"Luncheon slice, meatless-beef, chicken, salami or turkey",41811600,0,4.44,0,1.1,17.78,65.01,23,442,200,4,Yes
Meatball,"Meatball, meatless",41811800,0,8,0,4.6,21,58,18,344,180,1.5,Yes
Vegetarian burger or patty,"Vegetarian burger or patty, meatless, no bun",41811890,0,14.27,5,4.9,15.7,61.21,56,206,333,2.01,Yes
Swiss steak,"Swiss steak, with gravy, meatless",41811950,0,14.1,4,4,12.67,62.52,45,166,268,1.57,Yes
Sandwich spread,"Sandwich spread, meat substitute type",41812000,0,9,0,3.3,8,70,20,220,340,3.1,No
Vegetarian pot pie,Vegetarian pot pie,41812400,345,17.13,8,2.2,7.69,60.11,14,115,110,0.46,No
Vegetarian chili,"Vegetarian chili, made with meat substitute",41812450,12,13.89,0,4.4,7.44,73.93,29,129,363,0.41,No
Tofu and vegetables including carrots,"Tofu and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, with soy-based sauce",41812500,531,4.81,0,1.2,4.14,83.17,21,66,185,0.01,Yes
Tofu and vegetables excluding carrots,"Tofu and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, with soy-based sauce",41812510,9,4.45,0,0.9,4.12,83.37,21,63,165,0.01,No
Vegetarian,"Vegetarian, fillet",41812600,0,9,0,6.1,23,45,23,450,600,4.2,No
Vegetarian stew,Vegetarian stew,41812800,0,3.07,5,1.1,0.7,93.39,15,17,114,0,Yes
Vegetarian stroganoff,Vegetarian stroganoff,41812850,0,11.56,14,2.6,7.54,68.81,28,115,200,0.83,Yes
Soyburger,"Soyburger, meatless, with cheese on bun",41901020,4,24.76,10,3.1,12.29,53.58,40,210,248,1.19,No
Nuts,"Nuts, NFS",42100050,0,21.04,0,7.6,19.59,2.11,197,389,603,0,No
Almonds,"Almonds, NFS",42100100,0,21.01,0,10.9,20.96,2.41,279,471,713,0,Yes
Almonds,"Almonds, unroasted",42101000,0,21.55,0,12.5,21.15,4.41,270,481,733,0,Yes
Almonds,"Almonds, salted",42101110,0,20.18,0,10.5,20.13,2.32,268,452,685,0,No
Almonds,"Almonds, lightly salted",42101120,0,20.28,0,10.5,20.23,2.33,269,455,688,0,Yes
Almonds,"Almonds, unsalted",42101130,0,20.38,0,10.6,20.33,2.34,271,457,692,0,Yes
Almonds,"Almonds, flavored",42101300,0,20.12,0,10.4,20.07,2.31,267,451,683,0,Yes
Almonds,"Almonds, honey roasted",42101350,0,35.84,0,7.3,14.11,1.63,188,317,481,0,Yes
Brazil nuts,Brazil nuts,42102000,0,11.74,0,7.5,14.32,3.42,376,725,659,0,No
Cashews,"Cashews, NFS",42104000,0,32.69,0,3,15.31,1.7,260,490,565,0,No
Cashews,"Cashews, unroasted",42104050,0,32.69,0,3,15.31,1.7,260,490,565,0,No
Cashews,"Cashews, salted",42104100,0,31.4,0,2.9,14.7,1.64,250,471,543,0,Yes
Cashews,"Cashews, lightly salted",42104105,0,31.55,0,2.9,14.78,1.64,251,473,545,0,No
Cashews,"Cashews, unsalted",42104110,0,31.71,0,2.9,14.85,1.65,252,475,548,0,No
Cashews,"Cashews, honey roasted",42104500,0,43.7,0,2,10.31,1.15,175,330,381,0,Yes
Chestnuts,Chestnuts,42105000,0,52.96,0,5.1,3.17,40.48,33,107,592,0,Yes
Coconut,"Coconut, fresh",42106000,0,15.23,0,9,3.33,46.99,32,113,356,0,No
Coconut,"Coconut, packaged",42106020,0,51.85,0,9.9,3.13,15.46,51,100,361,0,No
Hazelnuts,Hazelnuts,42107000,3,16.7,0,9.7,14.95,5.31,163,290,680,0,Yes
Macadamia nuts,Macadamia nuts,42109100,0,12.83,0,8,7.79,1.61,118,198,363,0,Yes
Mixed nuts,"Mixed nuts, NFS",42110000,0,21.04,0,7.6,19.59,2.11,197,389,603,0,No
Mixed nuts,"Mixed nuts, unroasted",42110050,0,23.17,0,7.6,16.96,2.64,239,459,639,0,Yes
Mixed nuts,"Mixed nuts, with peanuts, salted",42110100,0,21.04,0,7.6,19.59,2.11,197,389,603,0,Yes
Mixed nuts,"Mixed nuts, with peanuts, lightly salted",42110110,0,21.12,0,7.6,19.66,2.11,198,391,606,0,Yes
Mixed nuts,"Mixed nuts, with peanuts, unsalted",42110120,0,21.21,0,7.6,19.74,2.12,199,392,608,0,Yes
Mixed nuts,"Mixed nuts, without peanuts, salted",42110150,0,22.28,0,7.3,16.31,2.54,229,441,615,0,No
Mixed nuts,"Mixed nuts, without peanuts, unsalted",42110160,0,22.46,0,7.4,16.44,2.56,231,445,620,0,No
Mixed nuts,"Mixed nuts, honey roasted",42110300,0,33.21,0,5.9,15.35,1.65,154,304,472,0,No
Peanuts,"Peanuts, NFS",42111000,0,21.26,0,8.4,24.35,1.81,178,363,634,0,Yes
Peanuts,"Peanuts, boiled",42111030,0,21.26,0,8.8,13.5,41.78,102,198,180,0,No
Peanuts,"Peanuts, unroasted",42111040,0,16.13,0,8.5,25.8,6.5,168,376,705,0,No
Peanuts,"Peanuts, roasted, salted",42111100,0,15.26,0,9.4,28.03,1.45,176,397,726,0,Yes
Peanuts,"Peanuts, roasted, unsalted",42111110,0,15.26,0,9.4,28.03,1.45,176,397,726,0,Yes
Peanuts,"Peanuts, dry roasted, salted",42111200,0,21.26,0,8.4,24.35,1.81,178,363,634,0,No
Peanuts,"Peanuts, dry roasted, lightly salted",42111205,0,21.15,0,8.4,24.23,1.8,177,361,631,0,No
Peanuts,"Peanuts, dry roasted, unsalted",42111210,0,21.26,0,8.4,24.35,1.81,178,363,634,0,Yes
Peanuts,"Peanuts, honey roasted",42111500,0,30.02,0,7.1,20.7,1.54,151,309,539,0,Yes
Pecans,"Pecans, NFS",42112000,0,13.86,0,9.6,9.17,3.52,121,277,410,0,No
Pecans,"Pecans, unroasted",42112100,0,13.86,0,9.6,9.17,3.52,121,277,410,0,Yes
Pecans,"Pecans, salted",42112200,0,13.31,0,9.2,8.81,3.38,116,266,394,0,Yes
Pecans,"Pecans, unsalted",42112210,0,13.44,0,9.3,8.9,3.41,117,269,398,0,Yes
Pecans,"Pecans, honey roasted",42112300,0,31.03,0,6.5,6.17,2.38,82,186,277,0,Yes
Pine nuts,Pine nuts,42113000,0,13.08,0,3.7,13.69,2.28,251,575,597,0,No
Pistachio nuts,"Pistachio nuts, NFS",42114130,0,28.28,0,10.3,21.05,1.85,109,469,1007,0,No
Pistachio nuts,"Pistachio nuts, salted",42114140,0,27.16,0,9.9,20.22,1.78,105,450,967,0,No
Pistachio nuts,"Pistachio nuts, lightly salted",42114142,0,27.3,0,9.9,20.32,1.79,105,453,972,0,Yes
Pistachio nuts,"Pistachio nuts, unsalted",42114145,0,27.43,0,10,20.42,1.79,106,455,977,0,No
Walnuts,"Walnuts, excluding honey roasted",42116000,0,13.71,0,6.7,15.23,4.07,158,346,441,0,No
Walnuts,"Walnuts, honey roasted",42116100,0,30.93,0,4.5,10.25,2.75,106,233,297,0,Yes
Almond butter,Almond butter,42200500,0,18.82,0,10.3,20.96,1.64,279,508,748,0,Yes
Almond butter,"Almond butter, lower sodium",42200510,0,18.82,0,10.3,20.96,1.64,279,508,748,0,No
Almond paste,Almond paste,42200600,0,47.81,0,4.8,9,14.08,130,258,314,0,No
Cashew butter,Cashew butter,42201000,0,30.3,0,3,12.12,2.34,206,388,447,0,Yes
Peanut butter,Peanut butter,42202000,0,22.3,0,4.8,22.5,1.18,169,339,564,0,No
Peanut butter,"Peanut butter, lower sodium",42202010,0,22.31,0,5,22.21,1.23,168,335,558,0,Yes
Peanut butter,"Peanut butter, lower sodium and lower sugar",42202100,0,18.27,0,6.4,23.5,1.58,166,342,688,0,Yes
Peanut butter,"Peanut butter, lower sugar",42202130,0,14.23,0,7.8,24.8,1.93,164,350,818,0,Yes
Peanut butter,"Peanut butter, reduced fat",42202150,0,35.65,0,5.2,25.9,1.2,170,369,669,0,Yes
Peanut butter,"Peanut butter, vitamin and mineral fortified",42202200,0,18.75,0,5.6,25.72,1.47,355,368,667,0,No
Peanut butter and jelly,Peanut butter and jelly,42203000,0,46.12,0,2.9,11.32,15.48,88,172,309,0,No
Peanut butter and chocolate spread,Peanut butter and chocolate spread,42203100,0,42.75,0,2.8,11.8,9.09,95,209,380,0,No
Soy nut butter,Soy nut butter,42203200,0,18.82,0,10.3,20.96,1.64,279,508,748,0,Yes
Peanut sauce,Peanut sauce,42204050,0,22.02,0,1.8,6.31,51.4,45,107,235,0,No
Gravy,"Gravy, vegetarian",42204100,0,9.19,22,0.2,3.81,75.53,13,105,156,0.43,No
Peanut butter sandwich,"Peanut butter sandwich, NFS",42301010,0,39.84,0,3.2,13.98,23.69,76,192,272,0,Yes
Peanut butter sandwich,"Peanut butter sandwich, with regular peanut butter, on white bread",42301015,0,39.84,0,3.2,13.98,23.69,76,192,272,0,Yes
Peanut butter sandwich,"Peanut butter sandwich, with regular peanut butter, on wheat bread",42301020,0,37.38,0,5.2,15.26,24.51,96,226,319,0,No
Peanut butter sandwich,"Peanut butter sandwich, with regular peanut butter, on whole wheat bread",42301025,0,37.38,0,5.2,15.26,24.51,96,226,319,0,No
Peanut butter sandwich,"Peanut butter sandwich, with reduced fat peanut butter, on white bread",42301115,0,44.49,0,3.3,15.16,23.7,77,202,309,0,Yes
Peanut butter sandwich,"Peanut butter sandwich, with reduced fat peanut butter, on wheat bread",42301120,0,42.02,0,5.3,16.44,24.51,96,237,356,0,Yes
Peanut butter sandwich,"Peanut butter sandwich, with reduced fat peanut butter, on whole wheat bread",42301125,0,42.02,0,5.3,16.44,24.51,96,237,356,0,No
Peanut butter and jelly sandwich,"Peanut butter and jelly sandwich, NFS",42302010,0,45.22,0,2.8,11.51,24.78,64,158,233,0,Yes
Peanut butter and jelly sandwich,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on white bread",42302015,0,45.22,0,2.8,11.51,24.78,64,158,233,0,Yes
Peanut butter and jelly sandwich,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread",42302020,0,43.2,0,4.4,12.56,25.45,80,187,272,0,Yes
Peanut butter and jelly sandwich,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on whole wheat bread",42302025,0,43.2,0,4.4,12.56,25.45,80,187,272,0,Yes
Peanut butter and jelly sandwich,"Peanut butter and jelly sandwich, with reduced fat peanut butter, regular jelly, on white bread",42302055,0,49.03,0,2.9,12.48,24.78,64,167,263,0,No
Peanut butter and jelly sandwich,"Peanut butter and jelly sandwich, with reduced fat peanut butter, regular jelly, on wheat bread",42302060,0,47.01,0,4.6,13.53,25.45,80,196,302,0,No
Peanut butter and jelly sandwich,"Peanut butter and jelly sandwich, with reduced fat peanut butter, regular jelly, on whole wheat bread",42302065,0,47.01,0,4.6,13.53,25.45,80,196,302,0,No
Peanut butter and jelly sandwich,"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on white bread",42302105,0,39.44,0,2.9,11.48,30.53,63,159,234,0,Yes
Peanut butter and jelly sandwich,"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on wheat bread",42302110,0,37.42,0,4.5,12.54,31.2,79,187,273,0,No
Peanut butter and jelly sandwich,"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on whole wheat bread",42302115,0,37.42,0,4.5,12.54,31.2,79,187,273,0,No
Peanut butter and jelly sandwich,"Peanut butter and jelly sandwich, with reduced fat peanut butter, reduced sugar jelly, on white bread",42302155,0,43.26,0,3,12.45,30.54,64,167,264,0,Yes
Peanut butter and jelly sandwich,"Peanut butter and jelly sandwich, with reduced fat peanut butter, reduced sugar jelly, on wheat bread",42302160,0,41.23,0,4.6,13.51,31.21,79,196,303,0,Yes
Peanut butter and jelly sandwich,"Peanut butter and jelly sandwich, with reduced fat peanut butter, reduced sugar jelly, on whole wheat bread",42302165,0,41.23,0,4.6,13.51,31.21,79,196,303,0,No
Peanut butter and jelly sandwich,"Peanut butter and jelly sandwich, frozen commercial product without crusts",42303100,0,45.22,0,2.8,11.51,24.78,64,158,233,0,No
Coconut milk,"Coconut milk, used in cooking",42401010,0,5.54,0,2.2,2.29,67.62,37,100,263,0,Yes
Yogurt,"Yogurt, coconut milk",42401100,0,7.95,0,0,0.31,88.01,2,2,27,0.57,Yes
Coconut cream,"Coconut cream, canned, sweetened",42402010,0,53.21,0,0.2,1.17,28.97,17,22,101,0,No
Coconut water,"Coconut water, unsweetened",42403010,0,4.24,0,0,0.22,95.03,6,5,165,0,Yes
Coconut water,"Coconut water, sweetened",42404010,0,9.07,0,0,0.21,90.22,6,5,157,0,Yes
Trail mix,"Trail mix, NFS",42500000,0,51.12,0,6.5,10.9,8.8,112,298,523,0,Yes
Trail mix with nuts,Trail mix with nuts,42500100,0,21.18,0,8.1,20.06,1.97,205,543,649,0,Yes
Trail mix with nuts and fruit,Trail mix with nuts and fruit,42501000,0,51.12,0,6.5,10.9,8.8,112,298,523,0,No
Trail mix with chocolate,Trail mix with chocolate,42501500,0,48.32,4,6,11.65,5.21,119,324,490,0.13,No
Trail mix with pretzels,"Trail mix with pretzels, cereal, or granola",42502100,0,50.65,0,6.1,13.09,5.57,115,319,480,0,No
Pumpkin seeds,"Pumpkin seeds, NFS",43101050,1,14.71,0,6.5,29.84,2.03,550,1174,788,0,Yes
Pumpkin seeds,"Pumpkin seeds, salted",43101100,1,14.54,0,6.4,29.49,2.01,543,1160,779,0,No
Pumpkin seeds,"Pumpkin seeds, unsalted",43101150,1,14.71,0,6.5,29.84,2.03,550,1174,788,0,No
Sunflower seeds,"Sunflower seeds, plain, unsalted",43102000,0,24.07,0,11.1,19.33,1.2,129,1155,850,0,Yes
Sunflower seeds,"Sunflower seeds, plain, salted",43102100,0,23.78,0,11,19.1,1.19,127,1141,840,0,Yes
Sunflower seeds,"Sunflower seeds, flavored",43102300,0,25.92,0,10.6,18.45,1.15,123,1103,812,0,No
Sunflower seeds,"Sunflower seeds, NFS",43102400,0,24.07,0,11.1,19.33,1.2,129,1155,850,0,No
Sesame seeds,Sesame seeds,43103000,0,11.73,0,11.6,20.45,3.75,345,667,370,0,Yes
Tahini,Tahini,43103300,0,21.19,0,9.3,17,3.05,95,732,414,0,Yes
Flax seeds,Flax seeds,43104000,0,28.88,0,27.3,18.29,6.96,392,642,813,0,No
